x, y
21.93895870736086, -0.10256410256410256
29.407540394973072, 0.05128205128205128
21.4721723518851, 1.5384615384615383
15.40394973070018, 1.5897435897435896
3.2675044883303412, 1.0256410256410255
7.001795332136445, 1.5384615384615383
10.269299820466786, 1.8974358974358974
13.070017953321365, 2.2564102564102564
14.937163375224417, 2.769230769230769
21.005385996409338, 2.6153846153846154
25.206463195691203, 2.5128205128205128
25.206463195691203, 2.5128205128205128
0.933572710951526, 3.4871794871794872
4.667863554757631, 3.4871794871794872
7.935368043087972, 3.128205128205128
34.0754039497307, 1.5897435897435896
41.077199281867145, 1.435897435897436
49.01256732495512, 1.5897435897435896
44.34470377019749, 0.10256410256410256
52.28007181328546, -0.05128205128205128
58.815080789946144, 0.923076923076923
70.01795332136446, 0.923076923076923
94.7576301615799, 1.5897435897435896
131.16696588868942, 2.3076923076923075
168.50987432675046, 2.769230769230769
163.84201077199282, 3.282051282051282
174.1113105924596, 3.5897435897435894
194.1831238779174, 3.7948717948717947
209.5870736086176, 4
217.52244165170558, 3.5384615384615383
206.78635547576303, 1.5384615384615383
173.64452423698384, 4.512820512820513
175.5116696588869, 5.333333333333333
183.91382405745063, 6.153846153846153
165.70915619389586, 4.9743589743589745
168.50987432675046, 5.333333333333333
161.97486535008977, 5.230769230769231
156.84021543985637, 4.769230769230769
141.90305206463196, 4.256410256410256
135.83482944344703, 4.717948717948718
133.50089766606823, 5.333333333333333
130.2333931777379, 5.230769230769231
123.6983842010772, 6.205128205128205
119.9640933572711, 6.153846153846153
120.43087971274686, 4.3076923076923075
116.69658886894075, 4.153846153846153
99.42549371633753, 4.615384615384615
94.7576301615799, 3.846153846153846
87.28904847396768, 2.717948717948718
89.6229802513465, 3.846153846153846
87.75583482944344, 4.256410256410256
84.02154398563735, 4.41025641025641
79.82046678635548, 4.461538461538462
84.48833034111311, 3.692307692307692
84.02154398563735, 3.230769230769231
79.35368043087972, 3.333333333333333
76.55296229802514, 3.0769230769230766
69.08438061041292, 3.230769230769231
67.68402154398564, 2.6666666666666665
66.75044883303411, 2.358974358974359
67.68402154398564, 1.846153846153846
62.08258527827648, 2.871794871794872
73.28545780969479, 3.3846153846153846
71.41831238779174, 3.9487179487179485
58.348294434470375, 3.7948717948717947
60.68222621184919, 4.102564102564102
61.14901256732496, 4.512820512820513
52.28007181328546, 4.461538461538462
49.946140035906645, 4.153846153846153
45.745062836624776, 3.7948717948717947
49.946140035906645, 3.4358974358974357
53.21364452423698, 3.0769230769230766
49.01256732495512, 2.6153846153846154
53.680430879712745, 2
57.881508078994614, 1.846153846153846
56.01436265709156, 2.2564102564102564
51.34649910233393, 2.358974358974359
42.47755834829444, 2.564102564102564
38.27648114901257, 2
35.94254937163375, 2.564102564102564
33.141831238779176, 2.564102564102564
36.876122082585276, 3.128205128205128
43.41113105924596, 3.0769230769230766
67.68402154398564, 4.564102564102564
74.21903052064633, 4.615384615384615
80.28725314183124, 5.128205128205128
84.48833034111311, 5.128205128205128
87.28904847396768, 4.666666666666666
166.17594254937163, 5.846153846153846
158.24057450628368, 5.897435897435897
160.10771992818673, 6.666666666666666
151.23877917414723, 6.871794871794871
161.97486535008977, 7.282051282051282
163.84201077199282, 7.589743589743589
170.84380610412927, 7.948717948717948
169.443447037702, 7.282051282051282
166.6427289048474, 6.9230769230769225
155.43985637342908, 9.948717948717949
115.76301615798923, 10.41025641025641
117.16337522441653, 11.128205128205128
98.491921005386, 11.333333333333332
84.02154398563735, 9.794871794871794
