Time,Prey,Predator
101.4,0.548743,2.20768
101.5,0.561625,2.13292
101.6,0.576504,2.06098
101.7,0.593443,1.99179
101.8,0.612544,1.92526
101.9,0.633906,1.86133
102,0.657655,1.79993
102.1,0.683939,1.74099
102.2,0.71292,1.68445
102.3,0.744776,1.63023
102.4,0.779712,1.57829
102.5,0.817952,1.52857
102.6,0.859736,1.481
102.7,0.905329,1.43554
102.8,0.955041,1.39214
102.9,1.00919,1.35075
103,1.06814,1.31133
103.1,1.13225,1.27385
103.2,1.20197,1.23827
103.3,1.27776,1.20456
103.4,1.36011,1.17269
103.5,1.44954,1.14265
103.6,1.54666,1.11442
103.7,1.65211,1.08799
103.8,1.76653,1.06335
103.9,1.89067,1.04051
104,2.02532,1.01948
104.1,2.17131,1.00028
104.2,2.32952,0.982927
104.3,2.50089,0.967471
104.4,2.68644,0.953963
104.5,2.8872,0.942461
104.6,3.10428,0.933034
104.7,3.3388,0.92579
104.8,3.5919,0.920849
104.9,3.86478,0.91834
105,4.15869,0.918414
105.1,4.47461,0.921301
105.2,4.81356,0.927247
105.3,5.1766,0.936518
105.4,5.56467,0.949422
105.5,5.97801,0.966402
105.6,6.4169,0.987918
105.7,6.88154,1.01447
105.8,7.37164,1.04665
105.9,7.88527,1.08532
106,8.42059,1.13132
106.1,8.97424,1.1857
106.2,9.54188,1.24963
106.3,10.1176,1.32452
106.4,10.6931,1.41205
106.5,11.2586,1.51406
106.6,11.8016,1.6325
106.7,12.3079,1.76951
106.8,12.7608,1.92719
106.9,13.1412,2.10774
107,13.4289,2.31306
107.1,13.6039,2.54424
107.2,13.6456,2.80204
107.3,13.5411,3.08472
107.4,13.2814,3.38943
107.5,12.8636,3.7118
107.6,12.2962,4.04488
107.7,11.5973,4.37997
107.8,10.7941,4.70708
107.9,9.91902,5.01623
108,9.00707,5.29808
108.1,8.09275,5.54473
108.2,7.20581,5.75066
108.3,6.36866,5.91299
108.4,5.59711,6.03117
108.5,4.90062,6.10654
108.6,4.28138,6.14231
108.7,3.7379,6.14245
108.8,3.26597,6.11142
108.9,2.85846,6.05398
109,2.50869,5.97447
109.1,2.20988,5.87688
109.2,1.95433,5.76505
109.3,1.73657,5.642
109.4,1.55126,5.5104
109.5,1.39263,5.3728
109.6,1.25752,5.23089
109.7,1.14224,5.08631
109.8,1.04304,4.94058
109.9,0.958418,4.79453
110,0.885867,4.64914
110.1,0.823125,4.50521
110.2,0.769461,4.36315
110.3,0.723461,4.22344
110.4,0.683931,4.08647
110.5,0.650107,3.95249
110.6,0.621206,3.82171
110.7,0.59664,3.69428
110.8,0.575964,3.57029
110.9,0.558719,3.4498
111,0.544566,3.33286
111.1,0.533236,3.21947
111.2,0.524477,3.10963
111.3,0.51809,3.00331
111.4,0.513923,2.90048
111.5,0.511859,2.80107
111.6,0.511791,2.70505
111.7,0.513649,2.61235
111.8,0.517391,2.5229
111.9,0.523007,2.43663
112,0.530486,2.35345
112.1,0.539822,2.27331
112.2,0.551048,2.19613
112.3,0.564217,2.12182
112.4,0.579403,2.05032
112.5,0.596674,1.98154
112.6,0.616121,1.91543
112.7,0.637858,1.8519
112.8,0.662015,1.79089
112.9,0.688742,1.73233
113,0.7182,1.67615
113.1,0.750571,1.6223
113.2,0.786052,1.57071
113.3,0.824859,1.52132
113.4,0.867247,1.47408
113.5,0.913504,1.42895
113.6,0.963925,1.38587
113.7,1.01883,1.3448
113.8,1.07856,1.30569
113.9,1.14354,1.26851
114,1.2142,1.23323
114.1,1.291,1.19982
114.2,1.37443,1.16825
114.3,1.46502,1.13849
114.4,1.5634,1.11055
114.5,1.67021,1.08441
114.6,1.78612,1.06007
114.7,1.91184,1.03752
114.8,2.04818,1.01678
114.9,2.19599,0.99788
115,2.35618,0.980844
115.1,2.52968,0.965707
115.2,2.7175,0.952512
115.3,2.92067,0.94134
115.4,3.14031,0.932276
115.5,3.37757,0.925411
115.6,3.63365,0.920847
115.7,3.90974,0.918719
115.8,4.20688,0.919237
115.9,4.52623,0.9226
116,4.86897,0.929026
116.1,5.23632,0.938752
116.2,5.62885,0.952161
116.3,6.04667,0.969744
116.4,6.49016,0.991966
116.5,6.95899,1.01939
116.6,7.45256,1.05264
116.7,7.96982,1.09243
116.8,8.50799,1.13974
116.9,9.06385,1.19562
117,9.63277,1.26131
117.1,10.2079,1.33827
117.2,10.7817,1.4281
117.3,11.3435,1.53262
117.4,11.8807,1.65388
117.5,12.3788,1.79405
117.6,12.8207,1.95519
117.7,13.1869,2.13947
117.8,13.4571,2.34882
117.9,13.6121,2.58401
118,13.6332,2.8452
118.1,13.5057,3.1312
118.2,13.2213,3.4389
118.3,12.7796,3.76324
118.4,12.1914,4.09688
118.5,11.4758,4.43099
118.6,10.6595,4.75586
118.7,9.7755,5.06156
118.8,8.86094,5.33835
118.9,7.94978,5.57876
119,7.06934,5.77799
119.1,6.24212,5.93329
119.2,5.48289,6.04443
119.3,4.79777,6.11359
119.4,4.19078,6.14347
119.5,3.65847,6.13855
119.6,3.19751,6.10298
119.7,2.79927,6.04189
119.8,2.45831,5.95922
119.9,2.16769,5.85896
120,1.91816,5.74532
120.1,1.70548,5.62088
120.2,1.52393,5.48839
120.3,1.36981,5.34987
120.4,1.23777,5.20753
120.5,1.12534,5.06269
120.6,1.02892,4.91678
120.7,0.945912,4.7709
120.8,0.875086,4.6257
120.9,0.81429,4.48196
121,0.761897,4.34027
121.1,0.71693,4.20102
121.2,0.678399,4.06452
121.3,0.645321,3.93108
121.4,0.617192,3.80083
121.5,0.593293,3.67396
121.6,0.57316,3.55054
121.7,0.556473,3.43063
121.8,0.542769,3.31428
121.9,0.531865,3.20147
122,0.523506,3.0922
122.1,0.517471,2.98646
122.2,0.513668,2.88418
122.3,0.511932,2.78533
122.4,0.512206,2.68985
122.5,0.514393,2.59767
122.6,0.518477,2.50873
122.7,0.52441,2.42296
122.8,0.532202,2.34029
122.9,0.541868,2.26063
123,0.553443,2.18391
123.1,0.566974,2.11006
123.2,0.582511,2.03901
123.3,0.600152,1.97067
123.4,0.61998,1.90499
123.5,0.642115,1.84188
123.6,0.666692,1.78127
123.7,0.693845,1.72311
123.8,0.723762,1.66732
123.9,0.756612,1.61384
124,0.792603,1.56262
124.1,0.831978,1.51359
124.2,0.874989,1.4667
124.3,0.921913,1.42191
124.4,0.973051,1.37916
124.5,1.02875,1.33841
124.6,1.08938,1.29961
124.7,1.15532,1.26275
124.8,1.22698,1.22777
124.9,1.30487,1.19466
125,1.38951,1.16339
125.1,1.48143,1.13394
125.2,1.58121,1.10629
125.3,1.68949,1.08044
125.4,1.80701,1.05639
125.5,1.93451,1.03415
125.6,2.07277,1.01372
125.7,2.22262,0.995124
125.8,2.38499,0.978396
125.9,2.56086,0.963583
126,2.75122,0.950733
126.1,2.95716,0.939906
126.2,3.17976,0.931185
126.3,3.42014,0.924693
126.4,3.67949,0.920545
126.5,3.95902,0.918874
126.6,4.25998,0.919835
126.7,4.5833,0.923685
126.8,4.92999,0.93068
126.9,5.30109,0.941098
127,5.69723,0.9553
127.1,6.11897,0.973685
127.2,6.56681,0.996688
127.3,7.04015,1.02494
127.4,7.53795,1.05915
127.5,8.05894,1.10011
127.6,8.60041,1.14876
127.7,9.15867,1.20618
127.8,9.72954,1.27352
127.9,10.3061,1.35231
128,10.8793,1.44439
128.1,11.4384,1.55163
128.2,11.9707,1.67598
128.3,12.4611,1.81956
128.4,12.892,1.98457
128.5,13.244,2.17305
128.6,13.4965,2.38674
128.7,13.6295,2.62662
128.8,13.6259,2.89236
128.9,13.4719,3.18248
129,13.1603,3.49361
129.1,12.6915,3.8205
129.2,12.0785,4.15516
129.3,11.3426,4.48858
129.4,10.5121,4.81086
129.5,9.62111,5.11199
129.6,8.70507,5.38297
129.7,7.79693,5.6167
129.8,6.92434,5.80848
129.9,6.10742,5.95627
130,5.36009,6.06011
130.1,4.68901,6.12207
130.2,4.09494,6.14571
130.3,3.57568,6.1351
130.4,3.12552,6.09494
130.5,2.73769,6.02982
130.6,2.40556,5.94392
130.7,2.12141,5.84135
130.8,1.87899,5.7255
130.9,1.67261,5.59933
131,1.49625,5.46561
131.1,1.346,5.32635
131.2,1.21781,5.1834
131.3,1.10782,5.0384
131.4,1.01399,4.89239
131.5,0.933463,4.74649
131.6,0.864129,4.60156
131.7,0.804897,4.45811
131.8,0.753823,4.3168
131.9,0.70986,4.17802
132,0.672301,4.04201
132.1,0.64009,3.90908
132.2,0.612672,3.7794
132.3,0.58948,3.65308
132.4,0.569944,3.53024
132.5,0.55376,3.41092
132.6,0.540575,3.29515
132.7,0.530097,3.18293
132.8,0.52214,3.07425
132.9,0.516502,2.96908
133,0.513041,2.86738
133.1,0.511649,2.7691
133.2,0.512236,2.67417
133.3,0.514738,2.58254
133.4,0.519115,2.49413
133.5,0.525353,2.40888
133.6,0.53345,2.32671
133.7,0.543419,2.24755
133.8,0.555295,2.17132
133.9,0.569129,2.09795
134,0.584993,2.02736
134.1,0.602973,1.95947
134.2,0.623164,1.89421
134.3,0.645683,1.83153
134.4,0.670665,1.77134
134.5,0.698262,1.71358
134.6,0.728643,1.65817
134.7,0.762008,1.60507
134.8,0.798568,1.55422
134.9,0.838553,1.50556
135,0.88221,1.45902
135.1,0.929805,1.41457
135.2,0.981672,1.37216
135.3,1.03817,1.33174
135.4,1.09967,1.29327
135.5,1.16656,1.25672
135.6,1.23926,1.22205
135.7,1.31824,1.18924
135.8,1.40406,1.15827
135.9,1.49729,1.12912
136,1.59849,1.10178
136.1,1.7083,1.07624
136.2,1.82738,1.05249
136.3,1.95655,1.03055
136.4,2.09663,1.01044
136.5,2.24847,0.992181
136.6,2.41297,0.97579
136.7,2.59108,0.961304
136.8,2.78382,0.94879
136.9,2.99229,0.938335
137,3.21759,0.930018
137.1,3.46091,0.923931
137.2,3.72347,0.920175
137.3,4.00643,0.9189
137.4,4.31078,0.920343
137.5,4.63766,0.924712
137.6,4.98822,0.932243
137.7,5.36315,0.943269
137.8,5.76317,0.958149
137.9,6.18897,0.977269
138,6.64062,1.00113
138.1,7.11756,1.03033
138.2,7.61921,1.06553
138.3,8.14426,1.10748
138.4,8.68914,1.15734
138.5,9.25008,1.21628
138.6,9.82176,1.28555
138.7,10.3977,1.36655
138.8,10.9691,1.46097
138.9,11.525,1.57071
139,12.0521,1.69784
139.1,12.5343,1.84464
139.2,12.9537,2.01329
139.3,13.2908,2.20577
139.4,13.5249,2.42372
139.5,13.6376,2.66764
139.6,13.6104,2.93743
139.7,13.4311,3.23118
139.8,13.0937,3.54521
139.9,12.6011,3.87371
140,11.967,4.20876
140.1,11.2138,4.54108
140.2,10.3715,4.86054
140.3,9.47428,5.15735
140.4,8.55732,5.42279
140.5,7.65342,5.64998
140.6,6.78809,5.83488
140.7,5.98131,5.97558
140.8,5.24612,6.07245
140.9,4.58734,6.128
141,4.00578,6.14575
141.1,3.49858,6.12996
141.2,3.05911,6.08545
141.3,2.68088,6.01669
141.4,2.35745,5.92777
141.5,2.08048,5.82288
141.6,1.844,5.70529
141.7,1.64326,5.57767
141.8,1.47129,5.44299
141.9,1.32445,5.30314
142,1.19924,5.15983
142.1,1.09218,5.01458
142.2,1.00054,4.86857
142.3,0.921895,4.72281
142.4,0.854444,4.57806
142.5,0.796439,4.43499
142.6,0.746662,4.29406
142.7,0.703865,4.1557
142.8,0.667212,4.0202
142.9,0.635828,3.8878
143,0.609129,3.75866
143.1,0.586511,3.63293
143.2,0.567557,3.51067
143.3,0.551858,3.39194
143.4,0.53912,3.27675
143.5,0.529063,3.16513
143.6,0.521474,3.05703
143.7,0.516195,2.95244
143.8,0.513075,2.8513
143.9,0.512001,2.75357
144,0.5129,2.65919
144.1,0.51571,2.56809
144.2,0.520395,2.48021
144.3,0.526937,2.39547
144.4,0.535341,2.3138
144.5,0.545622,2.23512
144.6,0.55782,2.15936
144.7,0.571993,2.08644
144.8,0.588207,2.01629
144.9,0.606549,1.94884
145,0.62712,1.88401
145.1,0.65004,1.82173
145.2,0.675448,1.76194
145.3,0.703496,1.70456
145.4,0.734354,1.64954
145.5,0.768223,1.59681
145.6,0.805323,1.54631
145.7,0.845893,1.498
145.8,0.890191,1.45181
145.9,0.938495,1.40769
146,0.99111,1.3656
146.1,1.04841,1.3255
146.2,1.11079,1.28735
146.3,1.17865,1.25111
146.4,1.25241,1.21676
146.5,1.33254,1.18425
146.6,1.41956,1.15358
146.7,1.51409,1.12472
146.8,1.61675,1.09767
146.9,1.72818,1.07243
147,1.84905,1.04898
147.1,1.9801,1.02734
147.2,2.12216,1.00751
147.3,2.27616,0.989548
147.4,2.44301,0.973474
147.5,2.62368,0.959331
147.6,2.8192,0.947163
147.7,3.03061,0.937031
147.8,3.25902,0.92906
147.9,3.50555,0.923369
148,3.77141,0.92008
148.1,4.05784,0.919326
148.2,4.36612,0.921256
148.3,4.69737,0.926081
148.4,5.0522,0.934165
148.5,5.43156,0.945815
148.6,5.83625,0.961379
148.7,6.26644,0.981314
148.8,6.72237,1.0061
148.9,7.20394,1.03628
149,7.7095,1.07266
149.1,8.23723,1.11612
149.2,8.78465,1.16759
149.3,9.34714,1.22827
149.4,9.91936,1.29945
149.5,10.495,1.38257
149.6,11.064,1.47946
149.7,11.6152,1.59213
149.8,12.1347,1.72264
149.9,12.6064,1.87317
150,13.0122,2.04581
150.1,13.3322,2.24255
150.2,13.5467,2.46474
150.3,13.6359,2.71305
150.4,13.5836,2.9869
150.5,13.3774,3.28428
150.6,13.0126,3.60116
150.7,12.4948,3.93108
150.8,11.8391,4.26599
150.9,11.0689,4.5965
151,10.2152,4.91251
151.1,9.31301,5.2042
151.2,8.39724,5.46317
151.3,7.49896,5.68314
151.4,6.64328,5.86034
151.5,5.84924,5.99322
151.6,5.12742,6.08274
151.7,4.48238,6.13152
151.8,3.91459,6.14313
151.9,3.41912,6.12227
152,2.99071,6.07337
152.1,2.623,6.0008
152.2,2.30703,5.90922
152.3,2.03785,5.8019
152.4,1.80856,5.6823
152.5,1.61175,5.55371
152.6,1.4448,5.41796
152.7,1.30226,5.2774
152.8,1.18047,5.13371
152.9,1.07621,4.98833
153,0.986896,4.84238
153.1,0.910327,4.6968
153.2,0.844537,4.55237
153.3,0.788075,4.40968
153.4,0.739501,4.26924
153.5,0.697854,4.1314
153.6,0.662106,3.99648
153.7,0.631588,3.86467
153.8,0.605597,3.73617
153.9,0.583643,3.61106
154,0.565261,3.48945
154.1,0.550112,3.37136
154.2,0.537859,3.25682
154.3,0.528267,3.14583
154.4,0.521102,3.03837
154.5,0.516236,2.9344
154.6,0.513513,2.83388
154.7,0.512836,2.73676
154.8,0.514107,2.64297
154.9,0.517277,2.55246
155,0.522322,2.46514
155.1,0.529222,2.38096
155.2,0.537992,2.29984
155.3,0.54864,2.22169
155.4,0.561223,2.14645
155.5,0.575786,2.07404
155.6,0.592411,2.00438
155.7,0.611179,1.93741
155.8,0.632193,1.87305
155.9,0.655581,1.81123
156,0.681484,1.75188
156.1,0.710057,1.69493
156.2,0.741482,1.64033
156.3,0.775958,1.58802
156.4,0.8137,1.53792
156.5,0.854949,1.48999
156.6,0.89998,1.44418
156.7,0.949083,1.40044
156.8,1.00257,1.35872
156.9,1.0608,1.31898
157,1.12415,1.28117
157.1,1.19305,1.24528
157.2,1.26793,1.21126
157.3,1.3493,1.17909
157.4,1.43769,1.14875
157.5,1.53367,1.12023
157.6,1.63786,1.0935
157.7,1.75094,1.06857
157.8,1.87364,1.04545
157.9,2.0067,1.02413
158,2.15097,1.00464
158.1,2.30733,0.986998
158.2,2.47671,0.971251
158.3,2.6601,0.957437
158.4,2.85852,0.945625
158.5,3.07307,0.935892
158.6,3.30488,0.928324
158.7,3.55511,0.92303
158.8,3.82488,0.920162
158.9,4.11538,0.919877
159,4.42783,0.92235
159.1,4.76322,0.927828
159.2,5.1224,0.936608
159.3,5.5063,0.949002
159.4,5.91571,0.965362
159.5,6.35068,0.986176
159.6,6.81119,1.01197
159.7,7.29712,1.04329
159.8,7.80754,1.08087
159.9,8.3395,1.12571
160,8.89009,1.17886
160.1,9.45489,1.24146
160.2,10.0285,1.31481
160.3,10.6034,1.40049
160.4,11.1698,1.50026
160.5,11.7161,1.6161
160.6,12.2278,1.75017
160.7,12.6883,1.90471
160.8,13.0792,2.08178
160.9,13.3801,2.28337
161,13.572,2.5105
161.1,13.6349,2.76379
161.2,13.5535,3.04234
161.3,13.3166,3.34378
161.4,12.9219,3.66353
161.5,12.3764,3.99502
161.6,11.6968,4.32977
161.7,10.9084,4.65812
161.8,10.043,4.97008
161.9,9.13588,5.25599
162,8.22158,5.5078
162.1,7.32981,5.71975
162.2,6.4847,5.88848
162.3,5.7039,6.01289
162.4,4.9969,6.09427
162.5,4.36677,6.13562
162.6,3.81351,6.1406
162.7,3.33216,6.11384
162.8,2.91571,6.06016
162.9,2.55883,5.9836
163,2.25325,5.88856
163.1,1.99126,5.77893
163.2,1.76828,5.65752
163.3,1.57804,5.5273
163.4,1.41612,5.39052
163.5,1.27763,5.24932
163.6,1.15953,5.10522
163.7,1.05823,4.9597
163.8,0.971635,4.81376
163.9,0.897169,4.66841
164,0.833362,4.52429
164.1,0.778431,4.38204
164.2,0.731319,4.24209
164.3,0.690822,4.10482
164.4,0.65616,3.9705
164.5,0.626534,3.83935
164.6,0.601364,3.71151
164.7,0.580121,3.5871
164.8,0.562381,3.46618
164.9,0.547791,3.3488
165,0.53605,3.23497
165.1,0.526938,3.12467
165.2,0.520225,3.0179
165.3,0.515764,2.91462
165.4,0.513421,2.81477
165.5,0.513095,2.71831
165.6,0.514718,2.62518
165.7,0.518233,2.5353
165.8,0.523615,2.44861
165.9,0.530856,2.36503
166,0.539966,2.2845
166.1,0.550972,2.20692
166.2,0.563915,2.13224
166.3,0.578857,2.06037
166.4,0.595876,1.99125
166.5,0.615064,1.92478
166.6,0.636528,1.86092
166.7,0.660393,1.79959
166.8,0.6868,1.74071
166.9,0.715916,1.68422
167,0.74792,1.63007
167.1,0.78301,1.57818
167.2,0.821407,1.52851
167.3,0.863367,1.481
167.4,0.90916,1.43559
167.5,0.959075,1.39224
167.6,1.01344,1.35091
167.7,1.07262,1.31154
167.8,1.13701,1.27411
167.9,1.20701,1.23858
168,1.28309,1.20493
168.1,1.36576,1.17311
168.2,1.45556,1.14313
168.3,1.55305,1.11495
168.4,1.65889,1.08857
168.5,1.77375,1.06399
168.6,1.89836,1.04122
168.7,2.03349,1.02025
168.8,2.18,1.00111
168.9,2.33877,0.98384
169,2.51074,0.968461
169.1,2.69691,0.955028
169.2,2.89833,0.943612
169.3,3.11609,0.934288
169.4,3.35134,0.927143
169.5,3.60521,0.922304
169.6,3.87886,0.919919
169.7,4.1735,0.920143
169.8,4.49032,0.923162
169.9,4.8302,0.92925
170,5.19407,0.938696
170.1,5.58285,0.951815
170.2,5.99721,0.968984
170.3,6.43716,0.990707
170.4,6.90278,1.0175
170.5,7.39338,1.05002
170.6,7.90755,1.08901
170.7,8.44349,1.13532
170.8,8.99737,1.19008
170.9,9.5646,1.25456
171,10.1392,1.33015
171.1,10.7128,1.41844
171.2,11.2763,1.52116
171.3,11.8171,1.64029
171.4,12.3205,1.77799
171.5,12.7698,1.93652
171.6,13.1461,2.11788
171.7,13.4281,2.32417
171.8,13.5958,2.55658
171.9,13.6321,2.8149
172,13.5216,3.09809
172.1,13.2542,3.40356
172.2,12.8299,3.72615
172.3,12.2573,4.05896
172.4,11.5546,4.39329
172.5,10.7489,4.71935
172.6,9.87265,5.02709
172.7,8.96155,5.30705
172.8,8.04877,5.55174
172.9,7.16403,5.75564
173,6.33018,5.91587
173.1,5.56266,6.03193
173.2,4.8701,6.10541
173.3,4.25504,6.13943
173.4,3.7158,6.13799
173.5,3.24724,6.10575
173.6,2.84317,6.04725
173.7,2.4964,5.9669
173.8,2.19961,5.86881
173.9,1.94626,5.75652
174,1.73017,5.6332
174.1,1.54582,5.50156
174.2,1.38853,5.36385
174.3,1.25428,5.22198
174.4,1.13943,5.07757
174.5,1.0411,4.93191
174.6,0.956897,4.78605
174.7,0.884582,4.64089
174.8,0.822446,4.49712
174.9,0.769135,4.35528
175,0.723335,4.21582
175.1,0.684006,4.0791
175.2,0.650335,3.94538
175.3,0.62159,3.81485
175.4,0.597177,3.68766
175.5,0.576621,3.56391
175.6,0.559498,3.44367
175.7,0.54546,3.32697
175.8,0.534226,3.21382
175.9,0.525545,3.10421
176,0.519237,2.99812
176.1,0.515157,2.8955
176.2,0.513168,2.79631
176.3,0.513189,2.70049
176.4,0.515162,2.60798
176.5,0.519037,2.5187
176.6,0.524785,2.43259
176.7,0.532392,2.34959
176.8,0.541862,2.26961
176.9,0.553238,2.19259
177,0.566565,2.11843
177.1,0.5819,2.04708
177.2,0.599311,1.97846
177.3,0.618904,1.91249
177.4,0.640794,1.84911
177.5,0.665109,1.78824
177.6,0.691992,1.72981
177.7,0.721612,1.67377
177.8,0.754159,1.62005
177.9,0.789838,1.56859
178,0.828872,1.51933
178.1,0.87151,1.47221
178.2,0.918036,1.4272
178.3,0.968752,1.38423
178.4,1.02398,1.34327
178.5,1.08409,1.30427
178.6,1.14948,1.2672
178.7,1.22057,1.23202
178.8,1.29783,1.19871
178.9,1.38178,1.16724
179,1.47295,1.13759
179.1,1.57195,1.10975
179.2,1.67942,1.08371
179.3,1.79604,1.05946
179.4,1.92255,1.03702
179.5,2.05976,1.01639
179.6,2.2085,0.997592
179.7,2.36967,0.980661
179.8,2.54425,0.965633
179.9,2.73321,0.952565
180,2.93762,0.941525
180.1,3.15859,0.932591
180.2,3.39729,0.925858
180.3,3.65484,0.921454
180.4,3.93238,0.919528
180.5,4.23113,0.920249
180.6,4.55228,0.92381
180.7,4.89682,0.930467
180.8,5.26555,0.940532
180.9,5.65923,0.954353
181,6.0785,0.972327
181.1,6.52361,0.994929
181.2,6.99397,1.02276
181.3,7.48881,1.05648
181.4,8.0069,1.09685
181.5,8.5463,1.14474
181.6,9.10293,1.20128
181.7,9.67188,1.26776
181.8,10.247,1.34561
181.9,10.8198,1.43646
182,11.3798,1.54216
182.1,11.9145,1.66476
182.2,12.4089,1.80631
182.3,12.8457,1.96906
182.4,13.2052,2.15519
182.5,13.468,2.3662
182.6,13.6132,2.60329
182.7,13.6233,2.86634
182.8,13.4836,3.15406
182.9,13.187,3.46311
183,12.7349,3.788
183.1,12.1366,4.12176
183.2,11.4112,4.4556
183.3,10.586,4.77972
183.4,9.69644,5.08366
183.5,8.78069,5.35765
183.6,7.87289,5.59433
183.7,6.99746,5.7897
183.8,6.17432,5.94169
183.9,5.42145,6.04919
184,4.74255,6.11503
184.1,4.14116,6.14208
184.2,3.61658,6.13409
184.3,3.16176,6.09617
184.4,2.76905,6.0331
184.5,2.43147,5.94915
184.6,2.14403,5.84784
184.7,1.89888,5.73298
184.8,1.68973,5.60768
184.9,1.51104,5.47463
185,1.35861,5.33591
185.1,1.22855,5.19336
185.2,1.11722,5.04857
185.3,1.02204,4.90272
185.4,0.940702,4.75683
185.5,0.870618,4.61186
185.6,0.810395,4.46841
185.7,0.758748,4.32698
185.8,0.714425,4.18801
185.9,0.676295,4.05186
186,0.643633,3.91876
186.1,0.615824,3.78888
186.2,0.592276,3.66236
186.3,0.572443,3.5393
186.4,0.555967,3.41976
186.5,0.54255,3.30375
186.6,0.531878,3.1913
186.7,0.523707,3.08239
186.8,0.51788,2.97698
186.9,0.51426,2.87505
187,0.512785,2.77651
187.1,0.513223,2.68136
187.2,0.515586,2.58951
187.3,0.519835,2.50088
187.4,0.525945,2.41541
187.5,0.533916,2.33303
187.6,0.543763,2.25366
187.7,0.555519,2.17722
187.8,0.569233,2.10365
187.9,0.584974,2.03286
188,0.602824,1.96478
188.1,0.622884,1.89934
188.2,0.645268,1.83648
188.3,0.670107,1.77611
188.4,0.697549,1.71817
188.5,0.727763,1.6626
188.6,0.760944,1.60934
188.7,0.7973,1.55833
188.8,0.837055,1.50952
188.9,0.880458,1.46283
189,0.927809,1.41824
189.1,0.979421,1.37568
189.2,1.03563,1.33513
189.3,1.09678,1.29652
189.4,1.16331,1.25984
189.5,1.23563,1.22504
189.6,1.31423,1.19211
189.7,1.39959,1.16102
189.8,1.49227,1.13174
189.9,1.59291,1.10428
190,1.70214,1.07862
190.1,1.82064,1.05475
190.2,1.94916,1.03269
190.3,2.08853,1.01245
190.4,2.23962,0.994051
190.5,2.40332,0.977522
190.6,2.5806,0.962898
190.7,2.77247,0.950247
190.8,2.98001,0.939641
190.9,3.20434,0.931157
191,3.44663,0.924886
191.1,3.70798,0.920972
191.2,3.98949,0.919581
191.3,4.29236,0.920888
191.4,4.61779,0.925082
191.5,4.9668,0.932419
191.6,5.34013,0.943234
191.7,5.73866,0.957855
191.8,6.16286,0.976702
191.9,6.61265,1.0003
192,7.08794,1.02921
192.1,7.58785,1.0641
192.2,8.11055,1.10579
192.3,8.65402,1.15515
192.4,9.21429,1.21335
192.5,9.78556,1.28185
192.6,10.3611,1.36213
192.7,10.9323,1.45579
192.8,11.4887,1.56464
192.9,12.0171,1.69073
193,12.5021,1.83624
193.1,12.9255,2.00342
193.2,13.2677,2.19435
193.3,13.5088,2.41048
193.4,13.6288,2.65277
193.5,13.6101,2.92099
193.6,13.4384,3.21363
193.7,13.1101,3.52642
193.8,12.6271,3.85384
193.9,12.0013,4.18846
194,11.2548,4.52093
194.1,10.4176,4.8411
194.2,9.52378,5.13913
194.3,8.60833,5.40627
194.4,7.70379,5.63564
194.5,6.8369,5.82283
194.6,6.02762,5.96593
194.7,5.28861,6.06531
194.8,4.62582,6.12324
194.9,4.04001,6.14321
195,3.52815,6.12951
195.1,3.0847,6.08674
195.2,2.70297,6.01942
195.3,2.37585,5.93184
195.4,2.09633,5.82787
195.5,1.85786,5.71097
195.6,1.65454,5.58409
195.7,1.48118,5.44979
195.8,1.33327,5.3102
195.9,1.20691,5.16712
196,1.0988,5.02205
196.1,1.00623,4.87616
196.2,0.926843,4.73044
196.3,0.858635,4.58574
196.4,0.800108,4.44261
196.5,0.749815,4.30161
196.6,0.70664,4.16313
196.7,0.669597,4.02751
196.8,0.637904,3.89496
196.9,0.610895,3.76567
197,0.588047,3.63976
197.1,0.568873,3.51733
197.2,0.552989,3.39841
197.3,0.540072,3.28305
197.4,0.529866,3.17123
197.5,0.522145,3.06295
197.6,0.516734,2.95817
197.7,0.513492,2.85686
197.8,0.512308,2.75895
197.9,0.513095,2.66439
198,0.515798,2.57312
198.1,0.520379,2.48507
198.2,0.526818,2.40016
198.3,0.535121,2.31832
198.4,0.545307,2.23948
198.5,0.557408,2.16357
198.6,0.571479,2.09049
198.7,0.587589,2.0202
198.8,0.605821,1.9526
198.9,0.626276,1.88762
199,0.649075,1.82521
199.1,0.674353,1.76528
199.2,0.702263,1.70778
199.3,0.732976,1.65263
199.4,0.766684,1.59978
199.5,0.803611,1.54916
199.6,0.843991,1.50073
199.7,0.888081,1.45442
199.8,0.936157,1.41019
199.9,0.988543,1.368
200,1.04559,1.32779
200.1,1.10766,1.28954
