3,1126516464471408; 325418137,01948166; 0; mean
3,1126516464471408; 527827775,5736985; 0; up
3,1126516464471408; 308550667,1399635; 0; down
8,069324090121317; 195481405,69209242; 1; mean
8,069324090121317; 195481405,69209242; 1; up
8,069324090121317; 195481405,69209242; 1; down
12,913344887348352; 258311582,5520451; 2; mean
12,913344887348352; 255901943,99782848; 2; up
12,913344887348352; 142648931,9496355; 2; down
17,870017331022538; 239218224,71863174; 3; mean
17,870017331022538; 386206176,5258609; 3; up
17,870017331022538; 150061598,21260762; 3; down
22,93934142114385; 203261573,15570784; 4; mean
23,051993067590992; 292422375,8117391; 4; up
22,93934142114385; 77960368,33643079; 4; down
28,233968804159446; 376951828,10966563; 5; mean
28,233968804159446; 466108454,61568975; 5; up
28,233968804159446; 179361466,66388273; 5; down
32,96533795493935; 374717587,8557557; 6; mean
33,19064124783362; 589183771,4810716; 6; up
32,96533795493935; 230139274,60274363; 6; down
38,03466204506066; 420688647,1362051; 7; mean
38,03466204506066; 647194671,2325907; 7; up
38,03466204506066; 174905514,60608482; 7; down
43,10398613518198; 589551272,6817148; 8; mean
43,10398613518198; 926900670,2720762; 8; up
43,10398613518198; 510033200,3925581; 8; down
48,060658578856156; 515036228,10131335; 9; mean
48,060658578856156; 707807312,4386629; 9; up
48,060658578856156; 242747071,47480726; 9; down
52,792027729636054; 633283915,558247; 10; mean
52,9046793760832; 753770019,4190977; 10; up
53,017331022530335; 385099496,77392423; 10; down
57,974003466204515; 493716982,31400466; 11; mean
57,974003466204515; 925042283,5188241; 11; up
57,86135181975738; 368411601,34472024; 11; down
63,04332755632583; 310772378,9438516; 12; mean
63,04332755632583; 443302499,42577934; 12; up
63,155979202772976; 199933181,59988308; 12; down
68,2253032928943; 460362072,20563364; 13; mean
68; 510956129,54417324; 13; up
68; 243486250,02610087; 13; down
